true_values,predicted_values,abs_loss
3.981,4.02,0.0389999999999997
4.254,3.981,0.2729999999999997
4.487,4.254,0.23300000000000054
4.502,4.487,0.01499999999999968
4.446,4.502,0.05600000000000005
4.503,4.446,0.057000000000000384
4.652,4.503,0.14900000000000002
4.872,4.652,0.21999999999999975
5.119,4.872,0.2469999999999999
5.226,5.119,0.1070000000000002
5.163,5.226,0.06299999999999972
5.072,5.163,0.09100000000000019
5.045,5.072,0.027000000000000135
5.046,5.045,0.001000000000000334
5.004,5.046,0.0420000000000007
4.941,5.004,0.06299999999999972
4.936,4.941,0.004999999999999893
5.056,4.936,0.1200000000000001
5.121,5.056,0.06500000000000039
5.002,5.121,0.11900000000000066
4.856,5.002,0.1459999999999999
4.815,4.856,0.04099999999999948
4.901,4.815,0.08599999999999941
4.902,4.901,0.001000000000000334
4.727,4.902,0.17499999999999982
4.715,4.727,0.012000000000000455
4.871,4.715,0.15600000000000058
4.781,4.871,0.09000000000000075
4.789,4.781,0.008000000000000007
4.755,4.789,0.03399999999999981
5.138,4.755,0.383
5.543,5.138,0.40500000000000025
5.899,5.543,0.35599999999999987
6.389,5.899,0.4900000000000002
6.606,6.389,0.21699999999999964
6.564,6.606,0.041999999999999815
6.681,6.564,0.11699999999999999
6.897,6.681,0.2160000000000002
7.308,6.897,0.4109999999999996
7.639,7.308,0.3310000000000004
7.579,7.639,0.0600000000000005
7.554,7.579,0.024999999999999467
7.626,7.554,0.07200000000000006
7.617,7.626,0.009000000000000341
7.547,7.617,0.07000000000000028
7.529,7.547,0.017999999999999794
7.565,7.529,0.036000000000000476
7.325,7.565,0.2400000000000002
6.987,7.325,0.3380000000000001
6.613,6.987,0.37399999999999967
6.269,6.613,0.3440000000000003
6.029,6.269,0.2400000000000002
5.838,6.029,0.19099999999999984
5.604,5.838,0.23399999999999999
5.441,5.604,0.16300000000000026
5.441,5.441,0.0
5.498,5.441,0.057000000000000384
5.512,5.498,0.013999999999999346
5.476,5.512,0.03599999999999959
5.327,5.476,0.14900000000000002
5.079,5.327,0.24800000000000022
4.767,5.079,0.3119999999999994
4.384,4.767,0.383
4.051,4.384,0.3330000000000002
3.848,4.051,0.2030000000000003
3.639,3.848,0.20900000000000007
3.398,3.639,0.24099999999999966
3.06,3.398,0.3380000000000001
2.75,3.06,0.31000000000000005
2.45,2.75,0.2999999999999998
2.084,2.45,0.3660000000000001
1.714,2.084,0.3700000000000001
1.352,1.714,0.3619999999999999
1.1,1.352,0.252
0.959,1.1,0.14100000000000013
0.883,0.959,0.07599999999999996
0.802,0.883,0.08099999999999996
0.709,0.802,0.09300000000000008
0.57,0.709,0.139
0.369,0.57,0.20099999999999996
0.196,0.369,0.173
0.123,0.196,0.07300000000000001
0.127,0.123,0.0040000000000000036
0.145,0.127,0.017999999999999988
0.116,0.145,0.028999999999999984
0.082,0.116,0.034
0.07,0.082,0.011999999999999997
0.059,0.07,0.01100000000000001
0.053,0.059,0.005999999999999998
0.05,0.053,0.0029999999999999957
0.048,0.05,0.0020000000000000018
0.042,0.048,0.005999999999999998
0.032,0.042,0.010000000000000002
0.024,0.032,0.008
0.019,0.024,0.005000000000000001
0.011,0.019,0.008
0.001,0.011,0.009999999999999998
0.0,0.001,0.001
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
