PCA,Power
10.626182644887638,10.626
10.663189332868436,10.663
10.174340331506707,10.174
9.254054161578596,9.253
7.883509571842045,7.8820000000000014
6.4749434466689575,6.473
5.473139250854692,5.471
4.727243620957332,4.7250000000000005
4.303258322585894,4.301
4.3471782630002584,4.345
4.902044428422971,4.9
5.621867886439557,5.62
6.284716533763379,6.2829999999999995
7.002506186643416,7.001
7.456375756446561,7.455
7.7040759910647205,7.702000000000001
8.012972341164515,8.011000000000001
8.348860826448837,8.347000000000001
8.64876904498302,8.647
8.902705613689442,8.901
9.075660563940176,9.074
9.1946334283763,9.193
9.304597735970049,9.302999999999999
9.567503895671017,9.566
9.881402172414553,9.88
10.161327183229192,10.16
10.476232183520587,10.475
10.747158098772042,10.745
10.802149249834565,10.8
10.813136960333829,10.811
10.885114736967362,10.883
11.056071634823075,11.054
11.378979983647627,11.377
11.74586816106565,11.744000000000002
11.916815718814643,11.915
11.925811431737383,11.924000000000001
11.846851061787799,11.845
11.955818484210766,11.954
12.217733518917418,12.216
12.364274889415814,12.362
12.277299849535455,12.275
12.127365689748137,12.125
12.057396552758467,12.055
12.076397174555721,12.074000000000002
12.060389501951452,12.058
12.070382194101503,12.068
11.982402620724015,11.98
11.84944911164391,11.847000000000001
11.716518596210216,11.714
11.609561619192803,11.607
11.646555677024867,11.644
11.826452266801011,11.825
12.024393050192103,12.023
12.241310025298592,12.24
12.547224717271902,12.546
12.690183153090455,12.689
12.741167937934886,12.74
12.748168514745714,12.747
12.693196539487092,12.692
12.681203664385794,12.68
12.702208374365355,12.700999999999999
12.772204153596277,12.770999999999999
12.879188044836058,12.878
12.973201866574373,12.972999999999999
13.050188531786647,13.05
13.070194925007861,13.07
13.003216153264875,13.003
12.979242863003131,12.979
13.0372384300158,13.037
13.227215443961299,13.227
13.449191025043499,13.449000000000002
13.557192857899752,13.557
13.44025162474925,13.44
13.49729889357873,13.497
14.263219230721836,14.263
14.752016166327447,14.752
14.821010134080485,14.821
14.854017444338647,14.854
14.899016589955904,14.899
14.97003621918527,14.97
15.000032148617498,15.0
14.951996662605183,14.952
14.861934944363508,14.862
14.814917915557649,14.815
14.83890844665049,14.839
14.918911859079227,14.919
14.978915888986306,14.979
14.935997396616935,14.936
14.79292722244863,14.793
14.571888236986132,14.572
14.41591623191374,14.415999999999999
14.335962944203446,14.335999999999999
14.255013333646001,14.255
14.187058462606299,14.187
14.207063675933403,14.207
14.259061926877486,14.259
14.348038691130556,14.347999999999999
14.44301008317173,14.443
14.506983796049939,14.507
14.508635890483259,14.508
14.491655334455002,14.491
14.51765967705851,14.517000000000001
14.544663067453836,14.544
14.615661578745307,14.615
14.68567240534618,14.685
14.691679312590928,14.690999999999999
14.674680255014147,14.674000000000001
14.689678552268166,14.689
14.721689577792343,14.720999999999998
14.774715941593135,14.774
14.816733491539056,14.815999999999999
14.874680975695677,14.875
14.939702508338035,14.94
15.004726974038254,15.005
15.086760965521549,15.087
15.160792152073048,15.161
15.205825315470458,15.206
15.246843744606851,15.247
15.299867861209384,15.3
15.34187909448395,15.342
15.39489995945209,15.395
15.44491740582995,15.445
15.51896143134197,15.519
15.601266663736745,15.600999999999999
15.669299639986416,15.669
15.676307238648487,15.675999999999998
15.673297601432548,15.673
15.67129722932864,15.671
15.673306341238922,15.673
15.67633032570065,15.675999999999998
15.685360358512344,15.685
15.695396401881608,15.695
15.701418341914447,15.700999999999999
15.704433385731884,15.704
15.710451889946809,15.71
15.71189397367385,15.71
15.706888818525515,15.705
15.700869319158857,15.699000000000002
15.702878934347945,15.700999999999999
15.727963679959515,15.725999999999999
15.781110564792723,15.779000000000002
15.814207785741864,15.812
15.762080749700996,15.76
15.486767572259424,15.485
14.903487950937507,14.902
14.199440693862869,14.198
13.995442195933672,13.994000000000002
14.290370717646166,14.29
14.496350796157968,14.495999999999999
14.574354091567006,14.574000000000002
14.713373850836172,14.713
14.872451488914907,14.872
15.005515734109613,15.005
14.985511925609325,14.985
14.974508733028038,14.974
14.985514765471182,14.985
14.927487782469537,14.927
14.871491584568881,14.870999999999999
14.92550349813735,14.925
15.01702841858357,15.017000000000001
15.19108953276783,15.190999999999999
15.383147252441846,15.383
15.381126661640646,15.380999999999998
15.273095613017409,15.273
15.250094837825404,15.25
15.251095697029438,15.251
15.275110103909125,15.275
15.323122300371123,15.323
15.382154339785,15.382
15.417164327975,15.417
15.421163722770466,15.421
15.371186357204568,15.370999999999999
15.321166286325106,15.321
15.286151567933072,15.286
15.225116235260307,15.225
15.193107322925739,15.193
15.149079263395691,15.149
15.02901749816674,15.029000000000002
14.929971361162764,14.93
14.832938811171669,14.833
14.618903368565144,14.619000000000002
14.30295850485908,14.302999999999999
14.125975524142978,14.126
14.15748418237654,14.158
14.360454023205985,14.360999999999999
14.530436879874076,14.530999999999999
14.700420260257399,14.700999999999999
14.73342833086006,14.734000000000002
14.657410309925378,14.658
14.46143857859773,14.462
14.391455904170066,14.392000000000001
14.454448642665232,14.455
14.580423738370424,14.581
14.624424257354583,14.625
14.536446811214212,14.537
14.365565445817696,14.366
14.295586997356086,14.296
14.446571990019576,14.447
14.401581144609414,14.402
14.090643850627098,14.091
13.798686020363151,13.799000000000001
13.59573254736554,13.595999999999998
13.32878800114795,13.329
12.972861153188449,12.972999999999999
12.84488994674414,12.845
12.980893146876687,12.981
13.74179232939778,13.742
14.76925538108807,14.77
15.133406160657954,15.134
15.360511040582143,15.360999999999999
15.457581070467098,15.458
15.402579053008825,15.402999999999999
15.288540361579377,15.289000000000001
15.294554054568431,15.295
15.368593295393294,15.369000000000002
15.469653287779966,15.47
15.528680689969434,15.529000000000002
15.49966655223286,15.5
15.45065682478685,15.450999999999999
15.371339226628859,15.372
15.287335467701473,15.288
15.231335953004843,15.232
15.193336657167764,15.194
15.182348566521613,15.183
15.194378170908912,15.195
15.150385691646571,15.151
15.162408264365776,15.163
15.16842885097583,15.169
15.12244728444297,15.123
15.111460322275661,15.112
15.120471307609527,15.120999999999999
15.156517997232301,15.157
15.203551710307668,15.204
15.268585477993657,15.269
15.327632131475704,15.328
15.342651885484964,15.343
15.354666274971832,15.355
15.390688186827013,15.390999999999998
15.429705609791606,15.43
15.485737773398606,15.485999999999999
15.547771428023433,15.548
15.582784221430344,15.583
15.653817899883288,15.654000000000002
15.674246738948613,15.674000000000001
15.683281651592557,15.683
15.696327373359502,15.696
15.706367054901728,15.706
15.724430033915654,15.724
15.74548504386785,15.745
15.763535094652624,15.763
15.786608295648186,15.786
15.807676912414925,15.807
15.819711819143224,15.819
15.832745147019049,15.832
15.856818083925281,15.856
15.880549560817876,15.879000000000001
15.902607722688622,15.901
15.923660440220381,15.922
15.937709091999748,15.936
15.94976389222424,15.948
15.954777742883334,15.953
15.957797269521976,15.956
15.973846876409977,15.972000000000001
15.989894000417697,15.988
15.98889327869769,15.987
16.001940733184746,16.0
16.002038507190502,16.0
16.003778512672078,16.0
16.00382057889611,16.0
16.003862650918514,16.0
16.00394054987553,16.0
16.004022295594854,16.0
16.0040982945771,16.0
16.004140979636844,16.0
16.004119633835746,16.0
16.004072439076836,16.0
16.004103032664986,16.0
16.004122057868866,16.0
16.004094647644653,16.0
16.003493919439457,16.0
16.00365167506152,16.0
16.003745928445714,16.0
16.003763707854045,16.0
16.003797019692072,16.0
16.00385618533143,16.0
16.003949441744606,16.0
16.00401270307472,16.0
16.004034811978975,16.0
16.0040575543277,16.0
16.00403084088189,16.0
16.003973301606752,16.0
16.004143127622513,16.0
16.004234617645963,16.0
16.00430176923134,16.0
16.004397808659043,16.0
16.004381312053695,16.0
16.004246357639616,16.0
16.00412411326244,16.0
16.004042896675088,16.0
16.00402505754766,16.0
16.003948641724612,16.0
16.003831438986168,16.0
16.003716292599417,16.0
16.003843422362415,16.0
16.00386350899886,16.0
16.003828143390443,16.0
16.003808101809028,16.0
16.003825475951494,16.0
16.003860708891708,16.0
16.00395265926022,16.0
16.004022076658845,16.0
16.004014128096664,16.0
16.003881134240952,16.0
16.003804907655862,16.0
16.003828841711204,16.0
16.00497218195171,16.0
15.999850177904435,15.995
15.967781865427293,15.963
15.936706195110071,15.932
15.918666232811885,15.914000000000001
15.919676760344684,15.915
15.922693563268874,15.918
15.942750365527807,15.937999999999999
15.96280471037515,15.958
15.994884403973746,15.99
16.00499980755698,16.0
16.005136791808848,16.0
16.00549633308963,16.0
16.005589813946692,16.0
16.005592500994403,16.0
16.005455822065226,16.0
16.00562454349291,16.0
16.005761297001403,16.0
16.00575009715955,16.0
16.00573368441769,16.0
16.005694338510516,16.0
16.00555115086153,16.0
16.005620882667266,16.0
16.005728980914498,16.0
16.00671801012398,16.0
16.006803953258938,16.0
16.006910839182055,16.0
16.006980434048415,16.0
16.0070389801123,16.0
16.007043547838737,16.0
16.00706727076398,16.0
16.0071462869234,16.0
16.007219584174653,16.0
16.00719838596698,16.0
16.007128012986986,16.0
16.007018398925812,16.0
16.007384812401142,16.0
16.007384743566725,16.0
16.00741767023373,16.0
16.007369274383368,16.0
16.007290604164073,16.0
16.007207227632954,16.0
16.007139303488444,16.0
16.0071220282705,16.0
16.007059029734588,16.0
16.007013089529934,16.0
16.00699584846802,16.0
16.006890559905074,16.0
16.007081629433145,16.0
16.00692514958509,16.0
15.96781558137365,15.960999999999999
16.006925070378646,16.0
16.007027236679935,16.0
16.00701133448268,16.0
16.0069676458764,16.0
16.006967871534783,16.0
16.006944488123494,16.0
16.006949940680062,16.0
16.007048605488702,16.0
16.00711186443708,16.0
16.00784522849562,16.0
16.00785239059557,16.0
16.00786243296971,16.0
16.007846353873177,16.0
16.007747732092326,16.0
16.007628938352116,16.0
16.007546258694195,16.0
16.007548615000545,16.0
16.007657142459006,16.0
16.007759496637593,16.0
16.00783776006491,16.0
16.007825594059593,16.0
16.008129617846304,16.0
16.008073414014717,16.0
16.008023779301467,16.0
16.007930312983106,16.0
16.00785688560673,16.0
16.00778798648231,16.0
15.9827310805343,15.975
15.96266759519052,15.955
15.961655077012836,15.954
15.980695881748991,15.972999999999999
15.986690348236685,15.979
15.981680801641119,15.974
15.97655452362194,15.966
15.974543250981982,15.964
15.96951513541948,15.959000000000001
15.95146704491991,15.940999999999999
15.928400509935122,15.918
15.928397769288011,15.918
15.9213529979004,15.911
15.900296288399549,15.89
15.889262401993527,15.879000000000001
15.891240943019817,15.880999999999998
15.895244606533803,15.885
15.883208748868585,15.873
15.867483709455664,15.857999999999999
15.84942699028835,15.84
15.841375139864464,15.832
15.845369936669742,15.835999999999999
15.845366632536,15.835999999999999
15.82831801131918,15.819
15.806247753448508,15.797
15.805236972481659,15.796
15.815234108162942,15.806
15.808204796285136,15.799000000000001
15.796166603977131,15.787
15.804174011089296,15.795
15.808943769752405,15.8
15.778872312313565,15.77
15.7517983498269,15.743
15.757801642909898,15.749
15.772829017442843,15.764
15.771824315013498,15.763
15.760775185142066,15.752
15.739732158465289,15.731
15.731717894324994,15.722999999999999
15.730720720289863,15.722000000000001
15.716686578361891,15.708
15.705657994394716,15.697
15.70031931675579,15.693
15.680259192502415,15.673
15.653237954993806,15.645999999999999
15.677237314446481,15.67
15.66823157204457,15.661
15.580185604709069,15.573
15.41810611872778,15.411
15.368063595228982,15.360999999999999
15.67816170572409,15.671
15.769369528771135,15.762
15.791418902027589,15.784
15.813447055412922,15.806
15.823560767014524,15.817
15.84359067976291,15.837
15.86763449122767,15.860999999999999
15.924766325881723,15.918
15.990923096138722,15.984000000000002
15.976879343734403,15.97
15.983888436971355,15.977
15.98185736595521,15.975
15.957788458207132,15.950999999999999
16.007034213780358,16.0
16.00712985639603,16.0
16.006940614155372,16.0
15.913227727280573,15.908
15.776870028619284,15.772
15.328463046570834,15.324000000000002
14.642203822063788,14.638
13.641352780042208,13.637
13.421375436219497,13.417
12.961430142953974,12.957
12.64747516797793,12.642999999999999
12.269586127353397,12.265
12.079666906995408,12.075
11.790766884286128,11.786
11.996712359193555,11.992
11.850348550183861,11.847000000000001
12.308209629364528,12.305
13.070048805137183,13.067
13.737941266777517,13.735
14.304843951128339,14.302
14.76780435558274,14.765
14.878841436108598,14.876
15.049903717092754,15.047
15.04089855772091,15.038
15.055909637678699,15.052999999999999
15.108925271633966,15.106
14.91784353664746,14.915
14.795113037748873,14.792
14.592077672845605,14.589
14.252126483790601,14.249
14.101149472616418,14.097999999999999
13.900182935230486,13.897
13.780201319329562,13.777
13.699212839416717,13.696
13.680206068479404,13.677
13.844190869244072,13.841
13.938158422355048,13.935
13.793169563084787,13.79
13.812139519516908,13.809
13.86217735766247,13.859000000000002
14.290102004754957,14.287
14.740058275296894,14.737
14.775068351747771,14.772
14.719035874840749,14.716
14.448044800477565,14.445
14.423062791241259,14.42
14.638034124902372,14.635
14.506055586299453,14.503
14.368071759923058,14.365
14.44404782556989,14.440999999999999
14.28707269264799,14.284
14.161025716674144,14.158
14.030043418179135,14.027
13.520126709204433,13.517000000000001
13.300160063365812,13.297
13.29416236236865,13.290999999999999
13.143186396278471,13.14
13.036191648873627,13.033
13.049195646622445,13.046
13.213164763103517,13.21
13.761073173514431,13.758
14.139015244442602,14.136
14.026036239139492,14.023
14.025302476157606,14.023
13.8423299586568,13.84
13.779342170987922,13.777
13.672366557842961,13.67
13.452400298098551,13.45
13.313429966733251,13.311
13.257445306906659,13.255
12.728541934970476,12.725999999999999
12.44960486082061,12.447
12.31465987152865,12.312000000000001
12.467621907694033,12.465
12.494625570326507,12.492
12.485357120596131,12.482999999999999
12.378397587274137,12.376
12.450378631560616,12.448
12.423384099791047,12.421
12.216441424792706,12.214
11.973520405490618,11.970999999999998
11.650615590245433,11.648
11.255729679258796,11.253
11.165755593089472,11.163
11.174756570689327,11.172
11.246733897076888,11.244000000000002
11.516657149924924,11.514
11.588328243309995,11.585999999999999
12.263132217966268,12.261
12.201152470751333,12.199000000000002
11.913243303408134,11.911
12.00422524538945,12.002
12.266137554216334,12.264
12.168161433982066,12.165999999999999
12.161163334592219,12.159
12.26913191243553,12.267000000000001
12.540043916920984,12.538
12.816981627985015,12.815
12.59102658122668,12.589
12.622590011024917,12.620999999999999
12.81856601052662,12.817
13.140517602875772,13.139
13.398473505425658,13.397
13.638434946922187,13.637
13.776408573316221,13.775
13.965375384016795,13.964
14.02236101830602,14.020999999999999
13.99036167099687,13.989
14.015361806497976,14.014
14.028368373469474,14.027
14.103365156896015,14.102
14.166329470806144,14.165
14.091348684185792,14.09
13.946372800601235,13.945
13.814395749210737,13.812999999999999
13.707415983523397,13.706
13.556440303081125,13.555
13.386474846936789,13.385
13.21050147946875,13.209000000000001
13.12850964520147,13.127
12.996526111268329,12.995
12.7885563088047,12.787
12.41162825545795,12.41
11.999052522481602,11.997
11.675146211512248,11.673
11.460226128540528,11.458
11.200304587063542,11.198
11.021357150252086,11.019
10.950373624406097,10.948
10.798419397165958,10.796
10.682472120096897,10.68
10.584520236839943,10.582
10.476590719072334,10.474
10.306652923715395,10.304
10.316652452937777,10.314
10.353086706140411,10.350999999999999
10.29111114014586,10.289000000000001
10.311100015494125,10.309
10.160157370556416,10.158
9.927227777580404,9.925
9.640303308964516,9.638
9.488324992523939,9.486
9.561288651295486,9.559
9.752204729479422,9.75
9.933119961534008,9.931
9.935087149611968,9.933
9.828103775055181,9.826
9.65830435040277,9.656
9.415371925394064,9.413
9.097461384526696,9.095
8.87952676956785,8.877
8.889525733779866,8.887
8.908530133833434,8.906
8.717582645883624,8.715
8.353704273458998,8.351
8.008806087394753,8.006
7.69889539537671,7.696000000000001
7.425970771302784,7.422999999999999
7.33600145922474,7.332999999999999
7.363036867407227,7.36
7.400035348576519,7.397
7.419038551906704,7.416
7.355071697080931,7.352
7.319093693398133,7.316
7.319100538797761,7.316
7.192133969398759,7.189
6.791243307254104,6.787999999999999
6.345362021079045,6.3420000000000005
5.961432392320633,5.957999999999999
5.577497835307603,5.574
5.164567833815838,5.1610000000000005
4.729716327425552,4.726
4.359785636412241,4.356
4.127820751006084,4.124
3.9848334424591934,3.9810000000000003
3.858840478948206,3.855
3.6938527751723167,3.69
3.5068661184796035,3.503
3.2588621981641923,3.255
3.0888707693647555,3.085
2.9688971426419615,2.965
2.9789320372703325,2.975
3.028944445160077,3.025
2.9622462064593735,2.9589999999999996
2.8032523261278652,2.8000000000000003
2.7772361913734867,2.7739999999999996
3.0792016465474537,3.076
3.5961297312867497,3.593
4.0290742205778,4.026
4.477968662314237,4.4750000000000005
4.905862173227458,4.9030000000000005
5.2677746100245955,5.265
5.637677440166013,5.635
6.172527990675005,6.17
6.637389411436219,6.635
7.083171619118717,7.081
7.475017932991342,7.473
7.656951728540218,7.655
7.591962689904948,7.59
7.50997658533336,7.507999999999999
7.41898641269847,7.417000000000001
7.292011471324874,7.29
7.173042424033407,7.171
7.118070637511902,7.1160000000000005
7.1270704692050515,7.125
7.089074943357528,7.087000000000001
6.961112823254154,6.9590000000000005
6.896076736466469,6.894
6.795090700098755,6.792999999999999
6.593164527834152,6.591
6.332240878618462,6.33
6.077305992878928,6.075
5.787374193540736,5.785
5.547415193873335,5.545
5.458438074467592,5.456
5.413452646864543,5.4110000000000005
5.45543214011996,5.452999999999999
5.555413459867677,5.553
5.699384270410818,5.697
5.865345752995051,5.8629999999999995
6.06627450334917,6.064
6.325217800896642,6.3229999999999995
6.5451694220634975,6.542999999999999
6.808077536179482,6.806
7.115979964862542,7.114
7.332894339157069,7.331
7.549828399011421,7.547999999999999
7.857721239502099,7.856
8.156626568530314,8.155
8.282583825630354,8.281
8.345564215178811,8.344
8.444317245644468,8.443
8.571266766225328,8.57
8.706230569291431,8.705
8.815193677435534,8.814
8.805193184322244,8.804
8.79619761437595,8.795
8.831194987670608,8.83
8.9131764090374,8.912
8.976172059640941,8.975
9.039157022053772,9.038
9.24808380457606,9.247
9.51099514553337,9.51
9.646133229178043,9.645
9.619140944439083,9.618
9.555161057547643,9.554
9.428192683169351,9.427
9.273240255271517,9.272
9.145278483582478,9.144
9.090290385453905,9.089
9.10827818017944,9.107000000000001
9.19925215282324,9.198
9.244231984244987,9.243
9.3442047519488,9.343
9.489161422221985,9.488
9.586848544840569,9.586
9.649838158237252,9.649
9.70382416456772,9.703
9.73981201560121,9.738999999999999
9.802797577321307,9.802
9.856779811504298,9.856
9.802801552137959,9.802
9.658851685004944,9.658
9.478904062205462,9.478
9.341940546928415,9.341
9.260961245053663,9.26
9.297944739189298,9.297
9.334707047510825,9.334
9.225739791625823,9.225
9.171742501857256,9.171
9.235708348692821,9.235
9.099761510034817,9.099
8.937814156793664,8.937000000000001
8.874856846785113,8.874
8.539975851893685,8.539
8.113097897062293,8.112
7.650217106788296,7.649
7.405289554034744,7.404
7.288333103938774,7.287000000000001
7.344309296346656,7.343
7.7731726496629765,7.772
8.048065281973205,8.047
8.077053182363768,8.076
8.26903190639926,8.267999999999999
8.515963070626405,8.515
8.808864411581503,8.808
8.928815789327182,8.927999999999999
9.147762496914941,9.147
9.549640386463189,9.549
10.055491103058404,10.055
10.488366368657934,10.488
10.669373870143538,10.669
10.66137684707246,10.661
10.545394504947456,10.545
10.600374899283725,10.6
10.817311098670386,10.817
10.971256443806055,10.970999999999998
